iter	Logloss
0	0.6349072774
1	0.5877660751
2	0.5497648875
3	0.5212632497
4	0.4992302577
5	0.4577980042
6	0.435402298
7	0.40748806
8	0.3831645966
9	0.3705703417
10	0.3560085615
11	0.3392677625
12	0.3298083623
13	0.3170895576
14	0.304163456
15	0.2954534213
16	0.2789918264
17	0.2738888423
18	0.2660544078
19	0.2577846209
20	0.2514256318
21	0.2417122046
22	0.2348477681
23	0.2243605773
24	0.2214529673
25	0.212597847
26	0.2062927246
27	0.1965977828
28	0.1925478141
29	0.1876805147
30	0.183381621
31	0.1799224218
32	0.177422746
33	0.1735683441
34	0.1695313295
35	0.1661496798
36	0.1610589981
37	0.1570741336
38	0.1545242627
39	0.151221927
40	0.1462861697
41	0.1444783847
42	0.1396673838
43	0.1371064027
44	0.1337520599
45	0.1312054952
46	0.1279312611
47	0.1259340445
48	0.1236895243
49	0.1184190591
50	0.1159053326
51	0.1140191555
52	0.1116677682
53	0.1075432936
54	0.1041141669
55	0.101973772
56	0.09886512756
57	0.09685589472
58	0.09459808668
59	0.09243748188
60	0.09035708904
61	0.08904751142
62	0.08736402988
63	0.08554770152
64	0.08270667394
65	0.07983345191
66	0.07869610786
67	0.07684219678
68	0.07461964289
69	0.07289088567
70	0.07212441762
71	0.07018958728
72	0.06833364169
73	0.06725619634
74	0.06565677722
75	0.06394247611
76	0.06253455877
77	0.06138926347
78	0.0607834657
79	0.05910951694
80	0.05759964784
81	0.05689208508
82	0.05593068202
83	0.05500298341
84	0.05351595879
85	0.0527129372
86	0.05204459826
87	0.05096588135
88	0.04984253248
89	0.0485454162
90	0.04748178323
91	0.04671634038
92	0.04609740575
93	0.04523921808
94	0.04432639678
95	0.04345955849
96	0.04260061979
97	0.04212868214
98	0.04147560199
99	0.04075040817
100	0.04029798905
101	0.03960775534
102	0.03884376287
103	0.03836601575
104	0.03760221004
105	0.03697837989
106	0.03631594578
107	0.03592085044
108	0.03539712032
109	0.03498069048
110	0.0343102932
111	0.03377715747
112	0.03343381882
113	0.03290897608
114	0.03236521482
115	0.03187741637
116	0.03102249304
117	0.03068679571
118	0.03019174337
119	0.02967902422
120	0.02923040986
121	0.02888921102
122	0.02842964331
123	0.02804439465
124	0.02765169938
125	0.02744669716
126	0.02690697312
127	0.02655529579
128	0.02623799642
129	0.02605537375
130	0.02572529316
131	0.02527736028
132	0.02498135368
133	0.02444596489
134	0.02426526745
135	0.02403891087
136	0.02358313402
137	0.0234395961
138	0.02309695284
139	0.022851336
140	0.0225773255
141	0.0222504437
142	0.02189895709
143	0.02166633209
144	0.0214180092
145	0.02111403942
146	0.02087002993
147	0.02070528666
148	0.02050134738
149	0.02023083766
150	0.02015236815
151	0.0198734959
152	0.01968825261
153	0.01932799816
154	0.01921401819
155	0.01896697283
156	0.0187884291
157	0.01861466964
158	0.01841246287
159	0.01832032204
160	0.01810228825
161	0.01789652109
162	0.0177234292
163	0.017598478
164	0.01735838056
165	0.01717004379
166	0.01692016522
167	0.01676390767
168	0.01656172276
169	0.0163796107
170	0.01630191207
171	0.01619648238
172	0.01606200337
173	0.01580418746
174	0.01561733087
175	0.01554831664
176	0.01530714035
177	0.01514676313
178	0.01502543489
179	0.01487769981
180	0.01475408276
181	0.01468111277
182	0.0145221442
183	0.01446193258
184	0.01429859797
185	0.01418199341
186	0.01408863167
187	0.01390162706
188	0.01376783053
189	0.01367489
190	0.01356221437
191	0.01343153318
192	0.01334926784
193	0.01324387987
194	0.01312903762
195	0.01303685705
196	0.01294670304
197	0.01276313265
198	0.01266960998
199	0.01255092522
200	0.01244327426
201	0.01230487625
202	0.01220020254
203	0.01211846868
204	0.01207154294
205	0.01198278666
206	0.01188390454
207	0.01177066267
208	0.01171227495
209	0.01159484982
210	0.01151284476
211	0.01136694352
212	0.01129672726
213	0.01123557786
214	0.01119476954
215	0.01108104388
216	0.01098606984
217	0.01090744932
218	0.0108421127
219	0.01078409155
220	0.01067658365
221	0.01060833534
222	0.01054886381
223	0.01048892935
224	0.01038324436
225	0.01029626131
226	0.01023017565
227	0.01018106739
228	0.01009053389
229	0.01001253724
230	0.009959038099
231	0.009888725479
232	0.009806553523
233	0.009741763274
234	0.009709320466
235	0.009641584754
236	0.009583234787
237	0.009485375881
238	0.009419504801
239	0.009336904685
240	0.009274068475
241	0.00918867588
242	0.009118251999
243	0.009055237969
244	0.008977545301
245	0.008902847767
246	0.008804283539
247	0.008762441079
248	0.008689492941
249	0.00863784949
250	0.008593644698
251	0.008552752932
252	0.008510442575
253	0.008430625995
254	0.008369534214
255	0.008333400885
256	0.008309517801
257	0.008286761244
258	0.008245134354
259	0.008220217625
260	0.008181556563
261	0.008106935521
262	0.008065630992
263	0.008016680678
264	0.007971580327
265	0.007948798438
266	0.007889092962
267	0.007852640251
268	0.007817240059
269	0.007781488697
270	0.007754504184
271	0.007693105439
272	0.007612653573
273	0.007561672727
274	0.007510271668
275	0.00747901847
276	0.007459662358
277	0.007430592676
278	0.00737199982
279	0.007330800096
280	0.007281863193
281	0.00724431773
282	0.007215506335
283	0.007193443676
284	0.007175476352
285	0.00712257872
286	0.007077087959
287	0.007029428085
288	0.007004431387
289	0.006940114995
290	0.006907147169
291	0.006881077091
292	0.006847195824
293	0.006820814808
294	0.006789984802
295	0.006771228214
296	0.006744255126
297	0.006716665626
298	0.006700647871
299	0.006668767333
